Stock Ticker,Market Cap,Stock Price,Sector,Industry
WLFC,924271848.56,134.12,N/A,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES"
THH,922352387.5,20.365,N/A,
BCAX,921980218.4999999,16.38,N/A,PHARMACEUTICAL PREPARATIONS
FWRG,920364143.4,15.37,N/A,RETAIL-EATING PLACES
GDRX,919863481.49,2.75,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
MVST,918911935.1999999,2.82,N/A,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES"
CRMD,916316593.35,12.16,N/A,PHARMACEUTICAL PREPARATIONS
ELVN,913948681.8000001,15.54,N/A,PHARMACEUTICAL PREPARATIONS
OMDA,913788981.66,14.9,N/A,SERVICES-HEALTH SERVICES
ALNT,910712963.75,55.58,N/A,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
CGBD,910558232.69,12.55,N/A,
NBBK,907177256.0,19.53,N/A,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
LMB,905147469.9,79.07,N/A,CONSTRUCTION - SPECIAL TRADE CONTRACTORS
KURA,904112012.0200001,10.335,N/A,PHARMACEUTICAL PREPARATIONS
CHY,896902837.74,11.35,N/A,
CFFN,895094857.05,6.69,N/A,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
OLPX,894465952.7,1.35,N/A,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"
GLDD,892150881.5999999,13.26,N/A,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS
NBN,889948432.8000001,102.86,N/A,LUMBER & WOOD PRODUCTS (NO FURNITURE)
SKYT,880905280.0,22.43,N/A,SEMICONDUCTORS & RELATED DEVICES
ESPR,877156184.3000001,3.71,N/A,PHARMACEUTICAL PREPARATIONS
ESQ,874279666.3699999,101.31,N/A,"COMMERCIAL BANKS, NEC"
HBNC,868647663.6800001,16.54,N/A,STATE COMMERCIAL BANKS
GSM,865944041.4399999,4.59,N/A,
RJET,861553000.0,19.62,N/A,"AIR TRANSPORTATION, SCHEDULED"
RZLV,860780518.78,2.87,N/A,
NKTR,860042382.9200001,43.42,N/A,PHARMACEUTICAL PREPARATIONS
YDES,859655366.2099999,12.0,N/A,
SCSC,857074167.1800001,39.06,N/A,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE
SIBN,855675528.88,19.79,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
ITRN,855622875.8,42.52,N/A,
DGNX,846532417.92,4.65,N/A,
UDMY,845006286.15,5.57,N/A,SERVICES-EDUCATIONAL SERVICES
SLRC,843414641.6400001,15.43,N/A,
GERN,842628963.0,1.32,N/A,PHARMACEUTICAL PREPARATIONS
VIR,838923942.96,5.94,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
HNRG,834428114.24,19.36,N/A,ELECTRIC SERVICES
POET,834101802.21,7.16,N/A,
BJRI,832710371.4,41.09,N/A,RETAIL-EATING PLACES
GILT,831663103.86,13.41,N/A,
AVBP,830580983.32,20.8,N/A,PHARMACEUTICAL PREPARATIONS
JANX,830039736.6,13.65,N/A,PHARMACEUTICAL PREPARATIONS
VINP,824710353.3599999,13.03,N/A,
JBSS,822084685.4,69.77,N/A,SUGAR & CONFECTIONERY PRODUCTS
AVO,818606397.1999999,11.58,N/A,
CRML,818257257.76,8.12,N/A,
KALV,816322631.9499999,15.46,N/A,PHARMACEUTICAL PREPARATIONS
CHI,816093644.88,10.6,N/A,
QNST,815520132.75,14.08,N/A,"SERVICES-BUSINESS SERVICES, NEC"
CBLL,813508481.7,21.3,N/A,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
HBT,812515235.4000001,25.71,N/A,STATE COMMERCIAL BANKS
FLGT,812068537.84,25.59,N/A,SERVICES-MEDICAL LABORATORIES
CCCX,811980000.0,17.14,N/A,BLANK CHECKS
SLDP,811850172.5,4.65,N/A,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES"
HAFC,809691948.21,26.85,N/A,NATIONAL COMMERCIAL BANKS
MATW,804387445.28,25.93,N/A,NONFERROUS FOUNDRIES (CASTINGS)
HFWA,803076853.6999999,23.7,N/A,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
RDVT,802324755.45,51.37,N/A,SERVICES-PREPACKAGED SOFTWARE
TDUP,799656696.27,6.07,N/A,RETAIL-CATALOG & MAIL-ORDER HOUSES
TH,799234051.3199999,8.1,N/A,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES"
LIND,798878714.06,14.44,N/A,TRANSPORTATION SERVICES
AEVA,797861178.24,12.75,N/A,MOTOR VEHICLE PARTS & ACCESSORIES
MPLT,796977324.6450001,16.77,N/A,
ORIC,796644302.22,8.17,N/A,PHARMACEUTICAL PREPARATIONS
MOFG,794419279.5,38.07,N/A,STATE COMMERCIAL BANKS
WOOF,790295982.82,2.85,N/A,"RETAIL-RETAIL STORES, NEC"
AQST,788140109.98,6.45,N/A,PHARMACEUTICAL PREPARATIONS
GHRS,787773316.5,13.24,N/A,
AMWD,785278263.0,54.99,N/A,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS"
APOG,783212961.3,37.34,N/A,"GLASS PRODUCTS, MADE OF PURCHASED GLASS"
CTLP,782664571.9799999,10.68,N/A,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS)
MBWM,781795466.4,47.61,N/A,STATE COMMERCIAL BANKS
FWRD,781205850.0,25.13,N/A,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO
RIGL,777422063.52,41.83,N/A,PHARMACEUTICAL PREPARATIONS
METCB,777363432.5,12.47,N/A,BITUMINOUS COAL & LIGNITE MINING
BFST,774145771.8000001,25.88,N/A,STATE COMMERCIAL BANKS
SERV,773138543.1600001,11.83,N/A,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC"
REAX,773070000.0,3.69,N/A,
CCNE,771393200.8000001,25.74,N/A,STATE COMMERCIAL BANKS
AXG,769382074.35,4.08,N/A,
DBVT,769360613.58,19.05,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
GDYN,765790965.03,8.83,N/A,SERVICES-PREPACKAGED SOFTWARE
MCBS,764837204.28,26.27,N/A,STATE COMMERCIAL BANKS
FSBC,764525106.86,35.65,N/A,STATE COMMERCIAL BANKS
BLDP,763876186.24,2.68,N/A,
LINC,763714649.25,23.31,N/A,SERVICES-EDUCATIONAL SERVICES
REPL,762469206.48,8.9,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
ADSE,762353756.48,12.61,N/A,
AXTI,762288829.5000001,16.76,N/A,SEMICONDUCTORS & RELATED DEVICES
ARVN,761700126.8399999,11.47,N/A,PHARMACEUTICAL PREPARATIONS
TRST,761464705.27,41.28,N/A,STATE COMMERCIAL BANKS
JBIO,760920219.91,14.16,N/A,PHARMACEUTICAL PREPARATIONS
SNCY,758563583.26,14.49,N/A,"AIR TRANSPORTATION, SCHEDULED"
SENEA,757964961.13,108.22,N/A,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES"
SCHL,753837363.59,29.96,N/A,BOOKS: PUBLISHING OR PUBLISHING & PRINTING
SENEB,750634015.5600001,0.0,N/A,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES"
ANNX,748260512.5799999,4.69,N/A,PHARMACEUTICAL PREPARATIONS
ATXS,747240529.42,12.89,N/A,PHARMACEUTICAL PREPARATIONS
FULC,746123991.21,10.92,N/A,PHARMACEUTICAL PREPARATIONS
SSYS,741584480.0,9.01,N/A,
SWIM,740764171.25,6.33,N/A,"PLASTICS PRODUCTS, NEC"
BGM,740300191.02,3.58,N/A,
HTBK,736602808.5699999,12.06,N/A,STATE COMMERCIAL BANKS
CAC,734086120.5,43.03,N/A,NATIONAL COMMERCIAL BANKS
DGICA,732098388.78,19.43,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
RGNX,728972438.4,13.57,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
AMSF,726886165.5899999,37.58,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
FBYD,726634355.17,14.25,N/A,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION
CCBG,726619880.25,42.32,N/A,STATE COMMERCIAL BANKS
TREE,725777250.6400001,51.5,N/A,LOAN BROKERS
LXEO,724764157.11,9.61,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
CTMX,721794782.6999999,4.25,N/A,PHARMACEUTICAL PREPARATIONS
GRPN,717692080.8299999,17.31,N/A,SERVICES-ADVERTISING AGENCIES
GOSS,717514365.7,2.88,N/A,PHARMACEUTICAL PREPARATIONS
BTQ,716932761.6,5.18,N/A,
THFF,716015970.9,59.52,N/A,STATE COMMERCIAL BANKS
FOXF,715221218.27,17.42,N/A,"MOTORCYCLES, BICYCLES & PARTS"
INDI,715217723.0899999,3.7,N/A,SEMICONDUCTORS & RELATED DEVICES
MPB,714774906.78,30.86,N/A,STATE COMMERCIAL BANKS
ERII,714593575.04,13.72,N/A,"SPECIAL INDUSTRY MACHINERY, NEC"
AIOT,711946983.72,5.25,N/A,"COMMUNICATIONS EQUIPMENT, NEC"
GDEN,711670652.15,27.3,N/A,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION
GCMG,709268297.2,11.3,N/A,INVESTMENT ADVICE
WRLD,707295630.03,141.8,N/A,PERSONAL CREDIT INSTITUTIONS
PSNL,706882610.08,7.85,N/A,SERVICES-MEDICAL LABORATORIES
SFIX,704544718.5,5.12,N/A,RETAIL-CATALOG & MAIL-ORDER HOUSES
INNV,704186626.8900001,5.19,N/A,SERVICES-HEALTH SERVICES
ACDC,703588901.87,4.04,N/A,"OIL & GAS FIELD SERVICES, NEC"
EMBC,703438464.96,11.66,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
FDUS,703050576.3000001,19.53,N/A,
HTLD,699351259.1099999,9.15,N/A,TRUCKING (NO LOCAL)
NTGR,696719580.15,24.3,N/A,TELEPHONE & TELEGRAPH APPARATUS
ADTN,696207996.55,8.68,N/A,TELEPHONE & TELEGRAPH APPARATUS
TIPT,691039620.18,18.04,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
ORRF,690646433.4,34.91,N/A,STATE COMMERCIAL BANKS
PRAA,690183168.98,17.48,N/A,SHORT-TERM BUSINESS CREDIT INSTITUTIONS
GSBC,688810968.72,61.31,N/A,STATE COMMERCIAL BANKS
DNUT,688625999.9999999,4.08,N/A,RETAIL-FOOD STORES
CGNT,686558055.4,8.9,N/A,
HSTM,684443920.59,22.79,N/A,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
GPRE,684383411.6,10.28,N/A,INDUSTRIAL ORGANIC CHEMICALS
IVVD,684350184.44,2.5,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
APEI,683614134.0,36.15,N/A,SERVICES-EDUCATIONAL SERVICES
GYRE,680112088.42,6.81,N/A,PHARMACEUTICAL PREPARATIONS
AIP,677098481.5,15.58,N/A,SEMICONDUCTORS & RELATED DEVICES
KE,677093258.66,28.79,N/A,PRINTED CIRCUIT BOARDS
LAES,676245012.66,4.24,N/A,
IBCP,673109198.5600001,32.19,N/A,STATE COMMERCIAL BANKS
DJCO,671247238.3199999,501.82,N/A,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING
SPT,667063963.23,10.35,N/A,SERVICES-PREPACKAGED SOFTWARE
SMBC,662273413.68,58.595,N/A,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
KRNT,661087598.5600001,14.34,N/A,
ADAM,659246764.8,7.44,N/A,REAL ESTATE INVESTMENT TRUSTS
ORGO,657404895.56,4.635,N/A,PHARMACEUTICAL PREPARATIONS
LYEL,653888904.12,28.98,N/A,PHARMACEUTICAL PREPARATIONS
EGBN,650551875.12,20.85,N/A,STATE COMMERCIAL BANKS
DMII,649192500.0,9.9,N/A,BLANK CHECKS
DGICB,648189214.09,17.55,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
TCMD,647731878.0,27.4,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
CTKB,645717391.5,4.92,N/A,LABORATORY ANALYTICAL INSTRUMENTS
TBLD,644845848.3000001,20.18,N/A,
VTYX,644368501.14,8.4,N/A,PHARMACEUTICAL PREPARATIONS
ASST,641642723.73,0.8646,N/A,FINANCE SERVICES
RR,640628807.16,3.48,N/A,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC"
MGTX,639902567.5500001,7.81,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
DCBO,637913980.8,22.435,N/A,
SHEN,634622486.84,11.31,N/A,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
KRUS,633793591.41,54.23,N/A,RETAIL-EATING PLACES
ICHR,633701377.33,20.41,N/A,SEMICONDUCTORS & RELATED DEVICES
CRSR,633056747.4000001,6.02,N/A,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
NB,632611842.5,5.95,N/A,METAL MINING
SPFI,630416153.1999999,38.28,N/A,STATE COMMERCIAL BANKS
FISI,627469118.82,30.84,N/A,NATIONAL COMMERCIAL BANKS
PRME,626371983.26,3.53,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
IHRT,624659443.2,4.15,N/A,RADIO BROADCASTING STATIONS
GOGO,623761233.72,4.76,N/A,"COMMUNICATIONS SERVICES, NEC"
KROS,620289164.84,18.54,N/A,PHARMACEUTICAL PREPARATIONS
HIFS,619643314.0,271.7,N/A,
FCBC,617761745.65,32.05,N/A,STATE COMMERCIAL BANKS
ACIC,615905764.26,11.38,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
HIVE,613954854.84,2.73,N/A,
BTBT,611745430.5899999,2.04,N/A,FINANCE SERVICES
CGEM,611439280.65,10.12,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
DRUG,607710044.44,83.46,N/A,
AEHR,605833052.1,22.16,N/A,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
ENGN,604871488.8299999,8.85,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
WYFI,604507826.2,16.83,N/A,FINANCE SERVICES
IIIV,603857249.38,25.25,N/A,"SERVICES-BUSINESS SERVICES, NEC"
BCAL,603463894.1700001,18.55,N/A,NATIONAL COMMERCIAL BANKS
ECX,601640993.0,1.64,N/A,
MNRO,601593986.4,19.7,N/A,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING"
TALK,601331730.12,3.51,N/A,SERVICES-HEALTH SERVICES
NWPX,600507090.99,63.03,N/A,STEEL PIPE & TUBES
OFIX,600330830.44,14.84,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
AOSL,595517324.5,20.66,N/A,SEMICONDUCTORS & RELATED DEVICES
HPK,595282820.82,4.47,N/A,DRILLING OIL & GAS WELLS
ASPI,592994652.6999999,5.63,N/A,MISCELLANEOUS CHEMICAL PRODUCTS
SHBI,590985046.08,17.41,N/A,NATIONAL COMMERCIAL BANKS
OWLS,590362842.28,6.57,N/A,
NRIM,587832675.48,26.86,N/A,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
CEPF,587502000.0,10.34,N/A,BLANK CHECKS
VSTM,581468856.0,7.23,N/A,PHARMACEUTICAL PREPARATIONS
CEVA,581423163.6,22.42,N/A,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
TATT,578375448.42,47.58,N/A,
CRVS,575050414.4,7.32,N/A,PHARMACEUTICAL PREPARATIONS
BWMN,573660719.58,33.87,N/A,SERVICES-MANAGEMENT CONSULTING SERVICES
MYGN,573264390.3000001,6.14,N/A,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
ALRS,571947263.56,22.45,N/A,NATIONAL COMMERCIAL BANKS
FWDI,571497063.65,7.31,N/A,"PLASTICS PRODUCTS, NEC"
LYTS,569619839.52,18.47,N/A,ELECTRIC LIGHTING & WIRING EQUIPMENT
CBRL,567133613.0,26.85,N/A,RETAIL-EATING PLACES
PACB,564566895.97,1.84,N/A,LABORATORY ANALYTICAL INSTRUMENTS
CCD,564365923.24,21.1,N/A,
LBRX,563158010.52,20.44,N/A,PHARMACEUTICAL PREPARATIONS
WASH,562482329.25,28.84,N/A,STATE COMMERCIAL BANKS
CWCO,562216847.4399999,34.83,N/A,WATER SUPPLY
PLAY,562167095.65,17.04,N/A,RETAIL-EATING PLACES
APPS,560744495.0,4.78,N/A,PATENT OWNERS & LESSORS
KYTX,560302068.2,8.77,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
ANGI,557936934.75,12.65,N/A,SERVICES-ADVERTISING
GAIN,553860920.47,13.94,N/A,
MAMA,548413462.17,12.93,N/A,SAUSAGES & OTHER PREPARED MEAT PRODUCTS
IRWD,548227040.39,4.27,N/A,PHARMACEUTICAL PREPARATIONS
CASS,543259264.08,40.575,N/A,"SERVICES-BUSINESS SERVICES, NEC"
MBUU,542381934.64,28.61,N/A,SHIP & BOAT BUILDING & REPAIRING
ASMB,537940931.4,33.745,N/A,PHARMACEUTICAL PREPARATIONS
SABR,537043442.24,1.33,N/A,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
SLS,537007241.03,4.35,N/A,PHARMACEUTICAL PREPARATIONS
FIP,536117465.21000004,4.88,N/A,"RAILROADS, LINE-HAUL OPERATING"
DSGN,534320040.66,9.1,N/A,PHARMACEUTICAL PREPARATIONS
TRNS,529200812.76,57.16,N/A,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
ANGO,529005996.96,12.68,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
FEIM,526428514.48,50.55,N/A,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
BLMN,525789451.46999997,6.38,N/A,RETAIL-EATING PLACES
ABSI,524796643.19000006,3.61,N/A,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH
VLGEA,522199070.65000004,34.69,N/A,RETAIL-GROCERY STORES
VNDA,521232276.6,8.25,N/A,PHARMACEUTICAL PREPARATIONS
CCAP,519744948.15000004,14.28,N/A,
UNTY,519240043.68,51.08,N/A,STATE COMMERCIAL BANKS
MGPI,517451854.5,24.09,N/A,"WHOLESALE-BEER, WINE & DISTILLED ALCOHOLIC BEVERAGES"
GOOD,516440323.85,10.79,N/A,"LESSORS OF REAL PROPERTY, NEC"
AROW,516293024.2,31.3,N/A,NATIONAL COMMERCIAL BANKS
NPCE,514271412.96,15.17,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
IBEX,514176741.5,36.32,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
PRTA,514076328.1,9.2,N/A,PHARMACEUTICAL PREPARATIONS
FFIC,512418904.46,15.14,N/A,STATE COMMERCIAL BANKS
BETR,511396466.03999996,34.74,N/A,LOAN BROKERS
RBBN,508606819.2,2.9,N/A,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
NAGE,507567044.04,6.25,N/A,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
ARKO,505895732.12,4.47,N/A,RETAIL-CONVENIENCE STORES
ZVRA,504425913.6,8.34,N/A,PHARMACEUTICAL PREPARATIONS
ACNB,502105660.2,47.25,N/A,STATE COMMERCIAL BANKS
FMNB,501540397.56,13.27,N/A,STATE COMMERCIAL BANKS
CV,500754075.25,10.24,N/A,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
LENZ,500639504.0,16.0,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
IMSR,499623394.53000003,6.53,N/A,FABRICATED PLATE WORK (BOILER SHOPS)
BVS,498304988.88000005,7.21,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
GLRE,497166715.08,14.16,N/A,"FIRE, MARINE & CASUALTY INSURANCE"
RSVR,496502848.11,7.48,N/A,SERVICES-AMUSEMENT & RECREATION SERVICES
CMCO,495562502.25,17.2,N/A,CONSTRUCTION MACHINERY & EQUIP
SUPX,494017655.03999996,15.39,N/A,
HCKT,492694979.65999997,19.55,N/A,SERVICES-MANAGEMENT CONSULTING SERVICES
LAB,492243729.92,1.27,N/A,LABORATORY ANALYTICAL INSTRUMENTS
LPTH,491725911.6,11.72,N/A,SEMICONDUCTORS & RELATED DEVICES
UROY,489768589.86,3.88,N/A,
HELE,489362403.75,20.61,N/A,ELECTRIC HOUSEWARES & FANS
PGC,488990829.15000004,27.79,N/A,"COMMERCIAL BANKS, NEC"
OSPN,488268259.32,12.29,N/A,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
GBFH,487206469.57,32.51,N/A,STATE COMMERCIAL BANKS
PFIS,486836722.45,48.19,N/A,NATIONAL COMMERCIAL BANKS
VREX,485684678.8,11.65,N/A,"ELECTRONIC COMPONENTS, NEC"
GEVO,484617612.0,2.06,N/A,INDUSTRIAL ORGANIC CHEMICALS
BWB,483560351.96000004,17.53,N/A,STATE COMMERCIAL BANKS
RRBI,482624580.87000006,69.92,N/A,STATE COMMERCIAL BANKS
MITK,482581792.50000006,9.97,N/A,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
CYRX,480661478.4,9.56,N/A,PHARMACEUTICAL PREPARATIONS
CRNC,480395312.33,11.56,N/A,SERVICES-PREPACKAGED SOFTWARE
ZEUS,479090214.48499995,43.87,N/A,WHOLESALE-METALS SERVICE CENTERS & OFFICES
VBNK,478544114.3,14.99,N/A,
NFBK,477791087.84999996,11.33,N/A,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
ALLT,476023805.28000003,9.66,N/A,
ALTI,475436727.67999995,4.71,N/A,INVESTMENT ADVICE
BIOA,474362139.51,12.83,N/A,PHARMACEUTICAL PREPARATIONS
CLMB,474216114.34000003,100.53,N/A,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE
CHW,473235107.67,7.47,N/A,
BAND,471558426.45,14.22,N/A,SERVICES-PREPACKAGED SOFTWARE
MRVI,471323940.75,3.4,N/A,PHARMACEUTICAL PREPARATIONS
ITIC,471213973.35999995,246.6,N/A,TITLE INSURANCE
LWLG,471195225.00000006,3.66,N/A,MISCELLANEOUS PLASTICS PRODUCTS
SOHU,470222856.0,15.83,N/A,
GLAD,466772805.54,20.69,N/A,
CDZI,466247543.19,5.8,N/A,WATER SUPPLY
LEGH,465917551.03999996,19.3,N/A,MOBILE HOMES
KRNY,465588980.61,7.35,N/A,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
CBNK,465392710.71000004,28.04,N/A,NATIONAL COMMERCIAL BANKS
ANSC,464913582.03,0.0,N/A,BLANK CHECKS
EU,464460411.52,2.72,N/A,MISCELLANEOUS METAL ORES
TCPC,464080472.39,5.55,N/A,
SCVL,462089459.84,17.5,N/A,RETAIL-SHOE STORES
GTEN,462018750.0,10.32,N/A,BLANK CHECKS
CLNE,460532097.90000004,2.16,N/A,GAS & OTHER SERVICES COMBINED
YORW,459600211.2,31.71,N/A,WATER SUPPLY
DHIL,458547672.0,170.22,N/A,INVESTMENT ADVICE
IMXI,456479708.15999997,15.34,N/A,"SERVICES-BUSINESS SERVICES, NEC"
MSBI,456249933.57000005,21.21,N/A,STATE COMMERCIAL BANKS
BNTC,456124184.22,12.585,N/A,PHARMACEUTICAL PREPARATIONS
ENTA,455163217.77,14.42,N/A,PHARMACEUTICAL PREPARATIONS
APXT,454544400.0,9.89,N/A,BLANK CHECKS
KRT,453645827.85,22.37,N/A,"PLASTICS PRODUCTS, NEC"
GLOO,453486080.96000004,5.58,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
ETON,453484516.85,16.26,N/A,PHARMACEUTICAL PREPARATIONS
HBCP,452466723.2,57.44,N/A,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
PURR,452211004.28000003,3.44,N/A,FINANCE SERVICES
FBIZ,452007209.4,53.58,N/A,STATE COMMERCIAL BANKS
STKL,449224284.59999996,3.71,N/A,BEVERAGES
PEPG,447550938.24,7.17,N/A,PHARMACEUTICAL PREPARATIONS
PANL,447018973.44,6.68,N/A,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
PRTH,446200045.6,5.32,N/A,"SERVICES-BUSINESS SERVICES, NEC"
KIDS,445373380.8,17.56,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
LE,443601507.36,14.59,N/A,RETAIL-FAMILY CLOTHING STORES
COFS,443500568.64,28.97,N/A,STATE COMMERCIAL BANKS
SBC,442106624.33,4.33,N/A,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE
JOUT,441872407.8,43.29,N/A,"SPORTING & ATHLETIC GOODS, NEC"
ZUMZ,441536506.90000004,25.89,N/A,RETAIL-APPAREL & ACCESSORY STORES
BSRR,440606727.44,32.43,N/A,STATE COMMERCIAL BANKS
FUFU,439513277.28000003,2.8,N/A,
SLDB,439413747.96,5.45,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
SWBI,439153263.15,9.98,N/A,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)"
SIGA,437545055.22,6.27,N/A,PHARMACEUTICAL PREPARATIONS
MNPR,436372735.2,66.01,N/A,PHARMACEUTICAL PREPARATIONS
FRPH,435642746.38,22.77,N/A,REAL ESTATE
CARE,434231285.04,19.43,N/A,NATIONAL COMMERCIAL BANKS
ABAT,434099659.71999997,3.7,N/A,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)
MLAB,433500471.5,79.43,N/A,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
TWFG,432375152.37,28.0,N/A,"INSURANCE AGENTS, BROKERS & SERVICE"
MBVI,431250000.0,10.01,N/A,BLANK CHECKS
CWBC,431109067.5,22.05,N/A,STATE COMMERCIAL BANKS
EOLS,431051563.6,6.72,N/A,PHARMACEUTICAL PREPARATIONS
TSAT,430628085.6,29.16,N/A,
ASTL,430228588.2,3.92,N/A,
CIVB,429132171.38,21.88,N/A,STATE COMMERCIAL BANKS
FDMT,428513062.5,7.32,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
RXST,428435388.8,10.38,N/A,OPHTHALMIC GOODS
SNDL,427450000.0,1.74,N/A,
AKBA,427239248.73,1.55,N/A,PHARMACEUTICAL PREPARATIONS
VERI,426898006.95000005,4.79,N/A,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
NRC,425279792.17,18.03,N/A,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH
IMRX,424870382.86,6.62,N/A,PHARMACEUTICAL PREPARATIONS
DRTS,422057522.7,4.83,N/A,
SFST,421906399.04,51.7,N/A,NATIONAL COMMERCIAL BANKS
VFF,421639845.9,3.69,N/A,
OCGN,421632151.20000005,1.38,N/A,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
SGHT,419272826.83,7.48,N/A,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
BMRC,418621482.36,25.79,N/A,STATE COMMERCIAL BANKS
LXRX,417908688.99999994,1.14,N/A,PHARMACEUTICAL PREPARATIONS
